x, y, class 
-0.426323837962554,-0.9345756474148095,2
-0.16424100660022023,0.7206221434733282,1
-0.9993920260893081,0.0855640900181378,3
-0.3640901764374824,0.906418924835567,1
-0.6270878710947008,-0.5665260498014519,2
-0.7783543898074974,0.711510140063377,1
-0.593104575833185,0.7126589672394112,1
0.6689965941579714,0.9625114253441782,3
0.7248779523070579,-0.8073173743513848,2
0.810897207878917,0.1084160364673008,3
0.524225113253489,-0.6240556925725826,2
-0.49027092901257885,-0.8222918862084054,2
0.26666763817614303,0.9657546692084171,3
0.3056176225526319,0.24055151648953066,2
0.5612579653853806,0.22603206906322892,2
0.5449122049076818,-0.8150000887045219,2
-0.6466698304704668,-0.7956641464804617,2
-0.10119860335676334,0.611881738404503,1
-0.4529308873300806,-0.47734599956518586,1
0.134545315621712,0.771221931647025,3
-0.6885796623112146,-0.7697648269818358,2
0.5881275916145312,-0.26166810638703075,1
0.7478677802493872,-0.8307466943547661,2
-0.8469063834668009,0.8393788309326822,3
0.9011481803993495,0.06445868972478563,3
0.6736791108583013,-0.315810339789826,1
0.1184382953535803,0.2556620154072329,3
0.34572444732672447,-0.16310138684939424,1
0.39369753456609957,-0.011275204756963975,3
-0.9971930507105669,-0.20655554674258125,3
-0.01606384230385527,-0.7239984987941446,3
-0.8180267709773403,0.8556119054195293,3
0.13590850309635139,-0.931406070816722,3
-0.8833223132027286,0.07141859897044367,3
-0.4114391467742624,-0.4986397094985717,1
-0.2826914476236866,0.8384457310466622,1
-0.3283819157075385,-0.7394557278472578,2
0.5901509347802316,0.5319924756294749,1
-0.4385257464020078,0.4653458659800267,3
-0.6220251408757438,-0.7449434375263049,2
0.17541930212154289,0.06762891524675574,3
-0.794705783885294,0.8035964365243278,1
-0.8792571295145664,-0.6407280097104395,2
0.8075008575665732,-0.0453150013347996,3
-0.007493460446565514,-0.8639404562265343,3
0.09383803604462981,-0.31044059606034713,3
-0.36494202415838717,0.4298033451643015,3
0.020574090547095247,0.06977807154806115,3
0.30144877820333416,0.8566909435021535,1
0.708385270335177,-0.9600754119753299,3
0.5176263280032101,-0.20990125868333265,1
-0.04949992111627899,0.1816903184945311,3
-0.042729235201097504,0.9419849992490121,3
-0.22730407499414307,-0.2803692387127852,1
-0.685150553581874,0.9169986197033551,3
-0.964108226833184,-0.7814408724459063,3
0.26060382795261017,0.49050452282636026,2
0.6647690387409049,-0.5158756169148204,2
0.4434317584301444,0.6857701949673622,1
-0.6390468653836991,-0.04741043809298273,3
-0.3215551439077535,0.8668958562468507,1
-0.12813877366487758,-0.9411667996334465,3
-0.7031504251035205,0.4846094689933822,3
-0.966579100449656,-0.5664165033747628,3
-0.8297651443414478,0.1631214175362996,3
-0.39789125142697435,-0.3583886361576296,1
0.10925005843992053,-0.2514320537606136,3
0.2755756915840821,0.0037393811168178193,3
-0.24681932053559463,-0.5133423175628216,2
-0.9341529947629252,-0.9252144255900205,3
0.2545337949412272,-0.0873324376759903,3
0.3110213482528932,0.38893997654412793,2
0.9753431499597067,0.7015700077620131,3
0.073953408391783,-0.8591405847536899,3
0.031502601664556096,-0.8716884799117619,3
0.19612984338892026,-0.690730129257944,2
-0.6951464467072039,0.8784338610951914,1
-0.4649494366902571,-0.6187733563740732,2
0.7904858237332766,0.7631287989477562,1
-0.7960669178454289,-0.9224421527650533,3
0.39234576601583027,0.7457550364177412,1
0.4515429590898623,0.4317184826501148,2
-0.6088454110588994,-0.9008551163773155,2
0.6956371136223096,0.5742180543745108,1
0.13767963104595848,0.017591387314024987,3
0.06155205466829283,0.14060578150240555,3
-5.8915564582529E-4,0.5396859332405199,3
-0.11863929530753503,-0.33015737852867844,1
-0.9284555706423092,0.6246216861609641,1
0.39810773309731795,-0.9806599531402267,3
-0.11435882026712574,0.6382966518054161,1
0.873918119396558,0.8380159809086818,3
0.03357956933486417,0.8595671748197256,3
-0.5466198734538639,-0.6438658475698136,2
0.4720177032514197,0.9034038255185179,1
0.3171031059453948,0.43342290139244377,2
0.14711414956272284,0.5758135271586289,1
-0.6877324257033153,-0.09798102736509895,1
-0.14056452400327601,-0.4464140931953091,1
0.8805534436050941,-0.8881812580898598,3
0.677311392614173,0.6418288285942662,1
0.6024700925455815,0.3186555704417531,2
-0.9800061544841201,0.4942955811895555,3
0.7987927198426121,-0.07383163439803431,3
0.5387493199304203,0.24887342966783743,2
0.8872989504209308,-0.44937448184084827,1
-0.8219778432961611,0.82994291275309,3
0.6051388835418816,-0.8046891533624665,2
0.3248130044719768,-0.8668518203119353,2
0.4667132047935094,0.050257077807593475,3
0.699360361165619,-0.44976086239844904,1
0.3210939473755998,0.4973265911364275,2
-0.9200450172150489,-0.30464473620355137,3
-0.28437046140611266,0.677981722325703,1
0.288267465758024,-0.9309124694267119,3
-0.6764452569683614,0.10968752734638909,3
-0.7641622512791229,-0.509699896462416,2
0.3374099011748619,-0.9225247266286052,3
-0.06577535310247806,0.8756494845133753,3
-0.4491834997677484,0.14264112485242753,3
0.757427813786187,-0.20299367402354784,1
-0.6427377208373366,-0.37233420007278717,1
0.7689935211460974,-0.8674505457254442,3
0.8175406328889101,0.3879101023457254,2
0.8501373177630607,-0.10277456081456715,3
-0.5782920860839771,0.14695887743699365,3
-0.21765235177573694,0.998282371642365,3
-0.5070591346942372,0.2031647316340457,3
-0.6517444874162421,-0.2608492798099993,1
-0.9693982673053869,0.7703570570534448,3
-0.700938748750942,0.10040433872036902,3
-0.32883271490600685,-0.8103412264886924,2
-0.6722904414781576,-0.0038673721620181567,3
-0.6494056863133846,-0.6542303852486828,2
0.7049585887808525,-0.08794211765605886,3
0.18426425401371294,-0.06455846705312718,3
0.07381454222095485,-0.4492670126219065,1
-0.20329327631035965,0.9675361736740786,3
0.7733076775735996,-0.35803334850284974,1
-0.37913009133852493,-0.7947190582745525,2
-0.18965274720138914,0.15069106814414623,3
-0.018895947454570017,0.24882888467415087,3
-0.5274399648617074,-0.9799018945237459,3
0.3816637554908826,-0.7167761299099562,2
0.6821650863980897,0.8991736771083139,1
0.8760796131909976,0.48071418755613027,2
0.5900720324595381,0.7559534233248493,1
-0.33784930816829717,0.11451259556505411,3
0.40393371483784435,-0.8462852302121211,2
0.9852913869373263,-0.057875384246864,3
-0.07117107136245315,-0.516607266438033,2
-0.26259176282739816,0.0757271131749413,3
0.6613837520800174,-0.07507195696435787,3
0.7360189483669295,-0.6947979810586653,2
-0.9412963386669664,0.6533364279504059,3
-0.24322448929679985,-0.7933910006587366,2
-0.3991382552697649,0.5186865224165755,1
-0.9240281514517088,0.12780640006062893,3
-0.7334898728958532,0.9788057512221822,3
0.6488533300254979,-0.2628368228161122,1
-0.6992579152053437,0.21941650069570007,3
-0.735124761751605,-0.08776891954751442,3
-0.3093475678723572,-0.6610669600249683,2
0.11057228099718563,-0.021318845929168218,3
-0.36673494574260546,0.22238049587199593,3
-0.6102146446333876,-0.33441122451725236,1
0.2025621500278525,0.8186954850937884,1
0.4404750950282572,0.19766557111830219,2
-0.5873502859020319,0.26780130892628073,3
-0.7448416792166626,0.4582290822263295,3
-0.6657335478981241,-0.5314152359546558,2
0.8436570614232721,0.7007014508226237,1
-0.9321081971469454,0.21509409881939834,3
-0.738165497361317,-0.6364760946675918,2
0.2837171135314327,0.07718351111099753,3
-0.9886126924114,-0.09731562542801919,3
0.7698680874973569,0.6724929813532543,1
0.6511463065256857,0.7306019860568078,1
-0.5232173209552333,0.6782395837495028,1
0.2588384178067882,0.8622157267640473,1
0.47410948213794346,-0.746583958082726,2
-0.14040349088794457,-0.6540989392017253,2
-0.8610475789002447,0.05461949739660099,3
-0.6630159353340919,-0.24789829029923438,1
-0.319953258591253,-0.22293574110194525,1
0.9927178916958008,-0.05822511206956338,3
0.03943670823552692,-0.9887860806442965,3
0.24694900490094107,-0.8917504921446391,3
-0.15949506326777252,-0.9173468983891353,3
0.7718994437706597,-0.03487108568213282,3
-0.5622628289277345,-0.3389890228612924,1
0.9100378082458627,0.8919807627085814,3
-0.5074760864970547,0.7088068938807885,1
-0.4802418862722915,-0.6036228159317953,2
0.4885888821498008,0.42459218095656603,2
-0.7347708349913988,0.7049988730687755,1
0.5091064235665965,0.06405731479186039,2
0.3051954161236894,0.05916168683742784,3
0.8245088218823542,-0.6522007231988416,2
0.7781020537248629,0.4172983666667385,2
-0.06080156765223732,0.8144774868729221,3
0.42027202223840887,0.6499820188868224,1
-0.864442782944645,0.5402089127321557,1
0.7947265703313484,-0.7229658148117102,2
0.9718368112236633,-0.6498021092129518,3
-0.5803291578132237,-0.5039761439010733,2
0.6806800434893838,0.6276921153170167,1
0.16156338172887974,-0.2724630581979368,1
-0.28971827110650183,0.5056694454461028,1
0.0446188224300359,0.7203601373184914,3
-0.012448904736817479,0.5488186827526975,3
-0.6770789813338158,-0.8662451963489439,2
-0.7274394668443975,0.7053734413625747,1
0.2667487733061662,0.5539514016559359,1
-0.5977225964474298,-0.17884310053803398,1
-0.6320286800811454,0.8118778964528646,1
-0.044665433424835976,0.04902593546423861,3
0.39294825710328096,0.47262759299376844,2
-0.8521379606459052,-0.20611893451578434,3
0.4124938078552598,-0.2503181216690018,1
-0.5434537859026685,0.047443708581263344,3
0.5494358695085024,-0.23174979103930204,1
-0.9560236863897262,-0.2571454086489573,3
-0.712077346302159,-0.11485642198815138,1
0.8733265890695696,-0.7235063748090855,2
0.19965623194624382,0.7154529664294229,1
-0.36550164067424706,-0.8915269628347156,2
0.8125654737192776,0.747616978369565,1
-0.9402766315283704,-0.47811036095856774,1
0.5269502426762613,0.1599587436150416,2
-0.1567264870537508,0.7479807883138336,1
-0.0031767221827310177,0.9617824864040858,3
0.49365275678561593,0.056391709036150095,2
0.02647749742015515,0.52448720683272,3
0.5362567005956949,-0.5791715774975583,2
-0.4453884591996231,0.07096265618949493,3
-0.871150307393183,0.7758677900983753,3
0.528299939338013,-0.5346216581065417,2
0.3930996978293475,-0.02108447664280444,3
0.6508326198646812,-0.3596638279331983,1
-0.9445305312623826,0.365498534631727,3
-0.566219861763867,0.40314828294788185,3
-0.5668438894409065,-0.7570372753729842,2
-0.4224139963054647,0.9747808790451187,3
-0.13773157276473702,-0.8953431734126882,3
0.6864923430383714,-0.8913873267090222,2
-0.9883248948429226,0.6537063578320252,3
0.8923710388919255,-0.007670393896770378,3
-0.2827851247863429,0.5295377375586436,1
-0.5289082660057178,-0.44300814847375714,1
-0.4848110988530725,0.6872365258817847,1
0.4865512842533326,-0.040128821588285346,3
0.6393839333531566,-0.5159768168325378,2
0.23976625787517758,-0.747356473261461,2
0.16647450910103334,0.048257116356187346,3
-0.2822743613469252,0.8410616581656403,1
0.4214243010436194,-0.9554567521270598,3
0.7029602815036717,0.3494331386916585,2
0.863456651317156,-0.7921337943809745,3
-0.053179008936572236,-0.978532053302368,3
-0.5763514662051468,0.5532253492879438,1
-0.09139797093164459,-0.30442292622038813,3
0.04086653581811661,-0.5421582669417337,3
0.0990057982538648,-0.6608087849018536,2
-0.8773641626842139,-0.3559401043796786,1
0.8689497477551942,-0.3106538105276073,1
-0.08892672273734781,-0.4018514235934383,1
0.11884440223020643,-0.11744169500776525,3
-0.8906430268902572,-0.6349267710090709,2
-0.4214271931090785,0.16538929629774746,3
0.8790552312471935,-0.6597369228118362,2
-0.2676854948162093,-0.008727418418541744,3
0.10741041077147484,-0.8051440730958013,3
-0.9307897889909902,-0.5416660808698546,2
-0.4787889498038782,-0.25986747582396497,1
-0.9939466933774947,0.8333975950681662,3
0.3542604503723161,0.7661149448912679,1
-0.08360408953369891,-0.37344742463196123,1
0.24874088799541405,-0.9394842497219993,3
-0.8115474153199411,-0.0072833409239021485,3
0.6569388651139765,0.9759783883438591,3
-0.09920585137672311,0.9563196919583821,3
0.3751045494125993,-0.05283013826802807,3
0.6486811141894953,-0.3881522097340193,1
-0.11351829224968135,-0.5495804226790364,2
-0.2952831596722496,0.7371485613092401,1
0.7637349223207377,-0.3218491361724449,1
-0.5713702235206461,0.7929293721370487,1
-0.9002462506848203,-0.6542585463886594,2
-0.673854707264588,-0.22099650745032884,1
0.3300621669910597,-0.4761041322294606,1
-0.3830261147609024,0.29936660608288945,3
-0.990077410750192,0.10515334066943449,3
-0.8479075840005401,-0.0865934309125449,3
-0.7441739197573196,0.5941234419645667,1
0.21456112471447608,-0.6198376194526936,2
-0.17440968883098984,0.22861982850033558,3
0.8652902400916083,-0.04102295647310927,3
0.3048448675969919,-0.8063785947550528,2
-0.599079086845131,-0.7577888745596888,2
-0.1519107016864536,0.5529161727111371,1
0.031875262903246604,0.8664334455545659,3
-0.7474908904585229,0.08946315946552708,3
-0.3034610720239608,0.16222714954018524,3
0.6512751009778059,-0.3999306592632703,1
0.8930291637860848,-0.16014113396997542,3
-0.8003249048029246,0.5849306399307577,1
0.05511339528389825,-0.33133298272100364,3
0.8801273682101869,0.8579065109189792,3
-0.43875577623613715,0.9290225675473047,1
-0.45632060257108265,-0.4880236260816133,1
0.25245473243387706,0.44805010583028104,2
0.9720127879561893,0.38066707710699466,3
0.887765081161384,0.7504300184229633,3
0.7524160106722593,0.8147867849280408,1
-0.17246049510445993,0.1500375399182321,3
-0.5056833557536671,-0.8630971511401875,2
-0.5028202131719557,-0.5975280415649937,2
-0.34651208945846657,0.6777791068436683,1
0.12578570690581747,0.3747038798665243,2
0.31241993364721665,0.7992685574546803,1
0.1355028189015297,-0.3992005208554543,1
-0.5878770955523,-0.7788900860624663,2
-0.28023791358488626,0.26775766306727156,3
0.7344576379117056,-0.2282122261446473,1
-0.22474064905627156,-0.6673153185845717,2
0.9788101152513102,-0.10117527477256294,3
0.6781774834740557,-0.004064793994895233,3
0.6214323160139286,0.3830205990337825,2
0.6232597712444281,-0.6472310986452934,2
0.8866821471857507,-0.5157267737354974,2
-0.1625537404406534,0.9311087131749554,3
0.15258667306974427,-0.9858824783717581,3
-0.6157693887340674,-0.5848333191285966,2
-0.9907799943251143,0.88227633260788,3
0.04296335987135702,-0.601961990559224,3
0.7076266238354019,-0.7380030211166388,2
-0.17430655660305905,-0.8692542570153265,3
0.5980241202244345,0.7510999246146439,1
-0.8692128335365314,-0.8742784611307022,3
-0.901372304292299,-0.149891724458322,3
0.6066295516871028,0.5262779701656308,1
-0.5606403050568685,-0.7178932705307706,2
-0.6055601711675034,0.10500240989457454,3
0.33857693141353384,-0.8708821258205195,2
-0.39501525799190684,0.38853316064444665,3
-0.046043930831005664,0.22735431464528633,3
0.08745954871800832,0.3713940230866515,2
0.27989918011158643,-0.15298965144003196,1
-0.9535347260219722,-0.11459433463264235,3
-0.4660803358105068,0.7366377777114219,1
-0.6408973716730963,-0.8415189773452143,2
0.91115641174321,-0.5107234063739008,2
0.878623781873275,-0.04255664092040057,3
0.9125803174955642,0.6728094542904852,3
0.7894254616336371,0.004637512294970225,3
0.6766495665314007,0.4778869300956281,2
0.4263320086539022,-0.41303007623473453,1
0.05615577320847498,-0.3293514673309139,3
-0.16360178094713906,-0.3880926167957415,1
0.19915471460358614,-0.9277182219005302,3
-0.3922425976040407,0.8743087087156487,1
-0.10421976327875848,-0.36630210993829593,1
-0.540561500464104,-0.9618239218453413,3
-0.6998733874495406,-0.9149046314990914,3
-0.8944772320097019,-0.15870732998921788,3
-0.698239427003887,0.45547733308488825,3
-0.009792032634380554,0.97154069853735,3
0.2005077897962384,0.01706658324530741,3
-0.32046366396464343,0.5935306045780107,1
-0.8348723744493862,-0.5684717191652169,2
0.46867485636229933,0.746948723069164,1
0.20777614848246717,0.7638130529901088,1
-0.7106062646345297,-0.29535569811479756,1
0.5387447619044927,-0.2548929984041104,1
0.39091245885665127,0.02870200520635069,3
0.14261043807768004,0.4096564813842436,2
-0.01687614685821437,-0.01270355011337787,3
-0.9516630956076781,-0.25758863939496734,3
-0.6130552310600741,0.13739533321096764,3
0.21229604923642253,-0.2050755717253805,1
-0.23034599825143376,-0.03775002378270287,3
-0.17539540676307097,-0.49233605500210365,1
0.8989267983688978,0.4088817706259915,2
0.815507707523627,0.8651332508713225,3
-0.03909344970769646,-0.83487638029429,3
0.9501244062363257,0.5498571435680586,3
-0.4344159316985132,-0.7038561524754217,2
0.2974316357882396,0.3047603275260895,2
-0.7565505437821844,0.3693009491719208,3
-0.7990089857278482,0.7376191265898748,1
0.8360244539542927,-0.10090180263309279,3
0.7539847798890309,-0.6101773138434008,2
0.6375308178133299,0.7073768753737937,1
0.5253279212899102,0.06852477146367608,2
0.6651587058495616,-0.41747631979661337,1
0.01505961518350829,0.7548410159822747,3
0.6373112390527984,0.7868306343723284,1
0.9351605007584343,0.45562577884820166,2
0.8788697268826111,0.3345171322928244,2
0.1462064971453212,-0.1727375941608731,3
0.7009188066077425,0.9606876974877994,3
0.20357110828352898,-0.6802372046923006,2
0.03925803310124443,0.18144189139271782,3
-0.053610744509456465,0.7893767807127057,3
0.897919330817337,-0.6098543705643529,2
-0.8042343941473007,0.27019684240996833,3
0.7936444057109089,-0.8094481654138397,2
-0.004495781430870149,-0.4600212132078214,3
-0.012747120079768637,0.9519805058671873,3
0.7523933985777318,0.9477700736518575,3
0.9966843237282428,0.7041022478084848,3
